video,frame,LFHoof_x,LFHoof_y,LFHoof_likelihood,LFAnkle_x,LFAnkle_y,LFAnkle_likelihood,LFKnee_x,LFKnee_y,LFKnee_likelihood,RFHoof_x,RFHoof_y,RFHoof_likelihood,RFAnkle_x,RFAnkle_y,RFAnkle_likelihood,RFKnee_x,RFKnee_y,RFKnee_likelihood,LHHoof_x,LHHoof_y,LHHoof_likelihood,LHAnkle_x,LHAnkle_y,LHAnkle_likelihood,LHKnee_x,LHKnee_y,LHKnee_likelihood,RHHoof_x,RHHoof_y,RHHoof_likelihood,RHAnkle_x,RHAnkle_y,RHAnkle_likelihood,RHKnee_x,RHKnee_y,RHKnee_likelihood,Nose_x,Nose_y,Nose_likelihood,HeadTop_x,HeadTop_y,HeadTop_likelihood,Spine1_x,Spine1_y,Spine1_likelihood,Spine2_x,Spine2_y,Spine2_likelihood,Spine3_x,Spine3_y,Spine3_likelihood
0522095945_rgb,40,384.1300048828125,785.1099853515625,1.0,402.0799865722656,767.1600341796875,1.0,409.2599792480469,731.260009765625,1.0,373.3599853515625,817.4199829101562,1.0,348.22998046875,788.699951171875,1.0,351.8199768066406,745.6199951171875,1.0,222.5800018310547,806.6500244140625,1.0,201.0399932861328,774.3399658203125,1.0,172.3199920654297,727.6699829101562,1.0,71.79999542236328,813.8299560546875,1.0,61.029998779296875,777.9299926757812,1.0,64.6199951171875,724.0799560546875,1.0,563.6300048828125,681.0,1.0,520.5499877929688,591.25,1.0,402.0799865722656,566.1199951171875,1.0,140.00999450683594,551.760009765625,1.0,280.0199890136719,548.1699829101562,1.0
0522095945_rgb,41,398.5749816894531,791.5250244140625,1.0,424.6499938964844,765.449951171875,1.0,428.375,728.199951171875,1.0,372.5,821.324951171875,1.0,350.1499938964844,787.7999877929688,1.0,350.1499938964844,743.0999755859375,1.0,223.5,810.1500244140625,1.0,201.14999389648438,776.625,1.0,178.79998779296875,728.199951171875,1.0,74.5,813.875,1.0,59.599998474121094,780.3499755859375,1.0,70.7750015258789,724.4749755859375,1.0,573.6499633789062,683.5,1.0,528.9500122070312,594.0999755859375,1.0,409.75,564.2999877929688,1.0,156.4499969482422,549.4000244140625,1.0,290.54998779296875,549.4000244140625,1.0
0522095945_rgb,42,460.6600036621094,802.3800048828125,1.0,460.6600036621094,765.22998046875,1.0,453.22998046875,724.364990234375,1.0,371.5,817.239990234375,1.0,352.92498779296875,783.8049926757812,1.0,349.2099914550781,742.9400024414062,1.0,226.614990234375,809.8099975585938,1.0,204.3249969482422,780.0899658203125,1.0,178.3199920654297,731.7949829101562,1.0,74.29999542236328,820.9549560546875,1.0,66.8699951171875,783.8049926757812,1.0,78.01499938964844,724.364990234375,1.0,586.969970703125,683.5,1.0,542.3900146484375,594.3399658203125,1.0,427.2249755859375,564.6199951171875,1.0,174.60499572753906,553.4749755859375,1.0,297.1999816894531,549.760009765625,1.0
0522095945_rgb,43,496.125,804.449951171875,1.0,485.1000061035156,775.0499877929688,1.0,470.3999938964844,738.2999877929688,1.0,371.17498779296875,819.1500244140625,1.0,356.4750061035156,786.074951171875,1.0,360.1499938964844,745.6500244140625,1.0,220.5,811.7999877929688,1.0,202.125,778.7249755859375,1.0,183.75,730.949951171875,1.0,66.1500015258789,815.4749755859375,1.0,69.82499694824219,778.7249755859375,1.0,88.19999694824219,723.5999755859375,1.0,602.7000122070312,679.5,1.0,554.9249877929688,591.2999877929688,1.0,441.0,561.9000244140625,1.0,176.39999389648438,554.5499877929688,1.0,323.3999938964844,547.2000122070312,1.0
0522095945_rgb,44,503.4049987792969,807.405029296875,1.0,492.0500183105469,780.9100341796875,1.0,480.69500732421875,739.2750244140625,1.0,370.9300231933594,818.760009765625,1.0,370.9300231933594,796.050048828125,1.0,352.0050048828125,735.489990234375,1.0,219.52999877929688,811.1900024414062,1.0,204.38999938964844,777.125,1.0,181.6800079345703,727.9200439453125,1.0,71.91500091552734,814.9749755859375,1.0,79.48500061035156,777.125,1.0,98.41000366210938,720.3499755859375,1.0,613.1700439453125,678.7149658203125,1.0,560.1799926757812,591.6600341796875,1.0,446.6300048828125,565.1650390625,1.0,189.25,553.8099975585938,1.0,325.510009765625,553.8099975585938,1.0
0522095945_rgb,45,362.4000244140625,818.4000244140625,1.0,354.8500061035156,788.2000122070312,1.0,369.95001220703125,742.9000244140625,1.0,524.7250366210938,810.8499755859375,1.0,517.1749877929688,784.425048828125,1.0,475.6500244140625,750.4500122070312,1.0,222.72500610351562,810.8499755859375,1.0,203.85000610351562,776.875,1.0,188.75,727.800048828125,1.0,90.60000610351562,803.300048828125,1.0,109.47500610351562,769.3250122070312,1.0,113.25,716.4749755859375,1.0,619.1000366210938,674.9500122070312,1.0,573.7999877929688,588.125,1.0,453.0,565.4749755859375,1.0,207.625,550.375,1.0,339.75,546.5999755859375,1.0
0522095945_rgb,46,510.6800231933594,813.6800537109375,1.0,491.905029296875,779.885009765625,1.0,480.6400146484375,742.3350219726562,1.0,367.9900207519531,821.1900024414062,1.0,356.7250061035156,787.39501953125,1.0,371.7450256347656,746.0900268554688,1.0,225.3000030517578,809.925048828125,1.0,202.77000427246094,776.1300048828125,1.0,187.75,727.3150024414062,1.0,112.6500015258789,798.6600341796875,1.0,131.4250030517578,772.375,1.0,131.4250030517578,716.050048828125,1.0,630.8400268554688,670.989990234375,1.0,578.27001953125,588.3800048828125,1.0,458.1100158691406,565.8499755859375,1.0,210.27999877929688,550.8300170898438,1.0,334.19500732421875,550.8300170898438,1.0
0522095945_rgb,47,511.9800109863281,811.5599975585938,1.0,493.42999267578125,781.8800048828125,1.0,482.3000183105469,744.780029296875,1.0,371.0,826.4000244140625,1.0,363.58001708984375,789.300048828125,1.0,371.0,752.2000122070312,1.0,222.60000610351562,811.5599975585938,1.0,211.47000122070312,778.1700439453125,1.0,192.9199981689453,729.9400024414062,1.0,178.0800018310547,807.8499755859375,1.0,170.66000366210938,781.8800048828125,1.0,152.11000061035156,718.8099975585938,1.0,645.5399780273438,666.8699951171875,1.0,589.8900146484375,581.5400390625,1.0,471.1700134277344,566.7000122070312,1.0,215.1800079345703,544.4400024414062,1.0,348.739990234375,551.8599853515625,1.0
0522095945_rgb,48,511.3800048828125,814.22998046875,1.0,493.5299987792969,782.0999755859375,1.0,482.8199768066406,742.8299560546875,1.0,375.7200012207031,824.9400024414062,1.0,365.0099792480469,789.239990234375,1.0,375.7200012207031,753.5399780273438,1.0,197.22000122070312,810.6600341796875,1.0,186.50999450683594,782.0999755859375,1.0,207.92999267578125,728.5499877929688,1.0,218.63999938964844,810.6600341796875,1.0,215.0699920654297,778.530029296875,1.0,175.8000030517578,717.8399658203125,1.0,647.0399780273438,667.8599853515625,1.0,597.0599975585938,582.1799926757812,1.0,475.67999267578125,564.3300170898438,1.0,222.20999145507812,546.47998046875,1.0,354.29998779296875,553.6199951171875,1.0
0522095945_rgb,49,513.260009765625,810.5899658203125,1.0,491.9300231933594,782.1500244140625,1.0,484.82000732421875,743.0450439453125,1.0,363.95001220703125,821.2550048828125,1.0,363.95001220703125,785.7050170898438,1.0,385.2799987792969,750.155029296875,1.0,271.52001953125,792.8150024414062,1.0,264.4100036621094,767.9300537109375,1.0,246.635009765625,721.7149658203125,1.0,228.86000061035156,814.14501953125,1.0,225.3050079345703,771.4849853515625,1.0,214.63999938964844,735.9349975585938,1.0,662.5700073242188,661.280029296875,1.0,612.7999877929688,583.0700073242188,1.0,484.82000732421875,561.739990234375,1.0,235.97000122070312,547.52001953125,1.0,371.05999755859375,558.1849975585938,1.0
